host_id,host_name,errata_ids,script_run_time
6,dev.example.com,"RHSA-2023:0808,RHSA-2023:0662,RHSA-2023:0610,RHSA-2023:0379,RHSA-2023:0284,RHSA-2023:0173,RHSA-2023:0095,RHSA-2023:0099,RHSA-2023:0103,RHSA-2023:0116,RHSA-2023:0100,RHSA-2023:0096,RHSA-2023:0110,RHSA-2023:0101,RHSA-2023:0049,RHSA-2023:0016,RHSA-2020:1318",2023-03-04 13:18:16
